bid,name,pattern,subPattern,expected,got,delta,deltaAbs
2981901,Acquaintance(skwid),tech,stream tech,10,10.06,-0.06,0.06
2981895,Acquaintance(skwid) x1.05,tech,stream tech,11,11.2,-0.2,0.2
2981897,Acquaintance(skwid) x1.1,tech,stream tech,12,12.48,-0.48,0.48
2981896,Acquaintance(skwid) x1.15,tech,stream tech,13,13.03,-0.03,0.03
2981899,Acquaintance(skwid) x1.2,tech,stream tech,13.5,13.05,0.45,0.45
2981898,Acquaintance(skwid) x1.25,tech,stream tech,14,13.53,0.47,0.47
2981900,Acquaintance(skwid) x1.3,tech,stream tech,14.3,13.99,0.31,0.31
3942038,Acquaintance(skwid) x1.35,tech,stream tech,14.6,14.41,0.19,0.19
4632118,Acquaintance(skwid) x1.4,tech,stream tech,15,14.79,0.21,0.21
3090567,Crescent Moon Island(shoegazer) x0.9,tech,stream tech,12.2,11.92,0.28,0.28
3090566,Crescent Moon Island(shoegazer) x0.95,tech,stream tech,13,12.87,0.13,0.13
3262554,Crescent Moon Island(shoegazer) x1.0,tech,stream tech,13.6,13.45,0.15,0.15
3090568,Crescent Moon Island(shoegazer) x1.05,tech,stream tech,14,14.01,-0.01,0.01
3090570,Crescent Moon Island(shoegazer) x1.1,tech,stream tech,14.4,14.48,-0.08,0.08
3090569,Crescent Moon Island(shoegazer) x1.15,tech,stream tech,14.8,14.99,-0.19,0.19
3090571,Crescent Moon Island(shoegazer) x1.2,tech,stream tech,15.4,15.43,-0.03,0.03
5255752,Future Candy(leo137) x1.5,tech,stream tech,15,15.09,-0.09,0.09
4168392,Luminous Story(Magikarp1234),tech,stream tech,12.7,12.38,0.32,0.32
3915895,Playing with Ruby(ska) x1.2,tech,stream tech,13.4,13.41,-0.01,0.01
4788540,The Poetic Edda(kilotek),tech,stream tech,14.6,14.74,-0.14,0.14
4432318,Possessed By The Blood(ska) x1.25,tech,stream tech,15.2,15.4,-0.2,0.2
3681342,Heikousen(lynessa) x1.15,tech,stream tech,14.6,14.53,0.07,0.07
3681345,Heikousen(lynessa) x1.2,tech,stream tech,15,14.85,0.15,0.15
3249835,Louder than steel(ska) x1.25,tech,stream tech,14.9,15.11,-0.21,0.21
4507383,Bismuth[Singularity](ababa),tech,stream tech,14.6,15.2,-0.6,0.6
5174997,Bismuth[Supernova](archaic),tech,stream tech,14.4,14.39,0.01,0.01
5167720,Bismuth[Nebula](eclipse),tech,stream tech,11.4,11.71,-0.31,0.31
3444323,Nostos2021(xingren),tech,stream tech,17,16.84,0.16,0.16
4130341,Re Aoharu(11bit),tech,stream tech,13.2,13.01,0.19,0.19
,Various Artists - Dan ~ REFORM ~ 1st Pack (Thaumiel) [~ 1st ~ (Marathon)],course,rc course,1,1.99,-0.99,0.99
,Various Artists - Dan ~ REFORM ~ 1st Pack (Thaumiel) [~ 2nd ~ (Marathon)],course,rc course,2,2.48,-0.48,0.48
,Various Artists - Dan ~ REFORM ~ 1st Pack (Thaumiel) [~ 3rd ~ (Marathon)],course,rc course,3,3.36,-0.36,0.36
,Various Artists - Dan ~ REFORM ~ 1st Pack (Thaumiel) [~ 4th ~ (Marathon)],course,rc course,4,4.78,-0.78,0.78
,Various Artists - Dan ~ REFORM ~ 1st Pack (Thaumiel) [~ 5th ~ (Marathon)],course,rc course,5,5.28,-0.28,0.28
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ 6th ~ (Marathon)],course,rc course,6,7.16,-1.16,1.16
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ 7th ~ (Marathon)],course,rc course,7,6.78,0.22,0.22
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ 8th ~ (Marathon)],course,rc course,8,7.71,0.29,0.29
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ 9th ~ (Marathon)],course,rc course,9,10.65,-1.65,1.65
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ 10th ~ (Marathon)],course,rc course,10,11.22,-1.22,1.22
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ EXTRA-ALPHA ~ (Marathon)],course,rc course,11,11.7,-0.7,0.7
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ EXTRA-BETA ~ (Marathon)],course,rc course,12,12.57,-0.57,0.57
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ EXTRA-GAMMA ~ (Marathon)],course,rc course,13,13.21,-0.21,0.21
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ EXTRA-DELTA ~ (Marathon)],course,rc course,14,14.21,-0.21,0.21
,Various Artists - Dan ~ REFORM ~ 2nd Pack (Thaumiel) [~ EXTRA-EPSILON ~ (Marathon)],course,rc course,15,15.3,-0.3,0.3
,Various Artists - Dan ~ REFORM ~ FINAL ([GB]Thaumiel) [~ FINAL - ETA ~ ( Marathon )],course,rc course,17,16.92,0.08,0.08
5319863,Dan - Signicial's Courses[[4K] Stage III - Termination [3rd Dan] (Marathon)],course,rc course,3.1,2.67,0.43,0.43
5319952,Dan - Signicial's Courses[[4K] Stage IV - Resuscitation [4th Dan] (Marathon)],course,rc course,3.7,4.27,-0.57,0.57
5031832,Dan - Signicial's Courses[[4K] Stage V - Disturbance [5th Dan] (Marathon)],course,rc course,4.6,5.0,-0.4,0.4
5031833,Dan - Signicial's Courses[[4K] Stage VI - Revitalization [6th Dan] (Marathon)],course,rc course,5.6,5.1,0.5,0.5
5320775,Dan - Signicial's Courses[[4K] Stage VII - Motivation [7th Dan] (Marathon)],course,rc course,6.4,6.57,-0.17,0.17
5320776,Dan - Signicial's Courses[[4K] Stage VIII - Misfortune [8th Dan] (Marathon)],course,rc course,7.5,7.53,-0.03,0.03
5320774,Dan - Signicial's Courses[[4K] Stage IX - Catastrophe [9th Dan] (Marathon)],course,rc course,8.7,9.06,-0.36,0.36
5031834,Dan - Signicial's Courses[[4K] Stage X - Finale [10th Dan] (Marathon)],course,rc course,9.6,9.81,-0.21,0.21
3216602,Dan - Signicial's Courses[[4K] Stage XI - Alpha [11th Dan] (Marathon)],course,rc course,10.5,11.07,-0.57,0.57
5637760,Dan - Signicial's Courses[[4K] Special Stage I - Luminal [11.5th Dan] (Marathon)],course,rc course,11.1,11.38,-0.28,0.28
3216603,Dan - Signicial Courses[[4K] Stage XII - Beta [12th Dan] (Marathon)],course,rc course,11.8,12.31,-0.51,0.51
3216604,Dan - Signicial's Courses[[4K] Stage XIII - Gamma [13th Dan] (Marathon)],course,rc course,12.7,12.8,-0.1,0.1
3216606,Dan - Signicial's Courses[[4K] Stage XIV - Delta [14th Dan] (Marathon)],course,rc course,13.7,13.79,-0.09,0.09
5442562,Dan - Signicial's Courses[[4K] Special Stage II - Tachyon [14.5th Dan] (Marathon)],course,rc course,14.3,14.46,-0.16,0.16
3216605,Dan - Signicial's Courses[[4K] Last Stage - Epsilon [15th Dan] (Marathon)],course,rc course,14.9,14.99,-0.09,0.09
5370092,Dan - Signicial's Courses[[4K] Extra Stage I - Zeta [16th Dan] (Marathon)],course,rc course,16.1,15.83,0.27,0.27
5597992,Dan - Signicial's Courses[[4K] Extra Stage II - Eta [17th Dan] (Marathon)],course,rc course,17.1,16.79,0.31,0.31
5680925,Dan - Signicial's Courses[[4K] Extra Stage III - Theta [18th Dan] (Marathon)],course,rc course,17.9,16.94,0.96,0.96
5695357,Reincarnation(signicial dan),jack,low chordjack,2.9,1.85,1.05,1.05
5695347,Backyun! - BAD GIRL -(signicial dan),jack,low chordjack,3.7,4.3,-0.6,0.6
5695360,air's gravity(signicial dan),jack,low chordjack,4.8,5.47,-0.67,0.67
5695358,Another Medium(signicial dan),jack,low chordjack,5.6,5.56,0.04,0.04
5695355,Saltwater Chicken & Duck Roasted Chicken & Duck(signicial dan),jack,low chordjack,6.6,6.6,0.0,0.0
5695349,EVERGREEN(signicial dan),jack,mid chordjack,7.4,7.51,-0.11,0.11
5695345,Alea jacta est(signicial dan),jack,low chordjack,8.4,7.59,0.81,0.81
5695353,What is love(signicial dan),jack,high chordjack,9.1,8.15,0.95,0.95
5695359,Count What You Have Now(signicial dan) x1.05,jack,high chordjack,10.3,10.1,0.2,0.2
5590322,Cryonix(signicial dan),jack,low chordjack,11.5,11.39,0.11,0.11
5695348,lost found melody(signicial dan),jack,low chordjack,11.8,12.28,-0.48,0.48
5695354,The Safari(signicial dan),jack,anchor chordjack,12.6,12.76,-0.16,0.16
5695350,Nijiiro Kekkai Gekkyou no Goku(signicial dan),jack,anchor chordjack,13.6,13.57,0.03,0.03
5590317,Nijuu(signicial dan),jack,anchor chordjack,14.5,14.33,0.17,0.17
5695352,Ragnarok(signicial dan) x0.9,jack,high chordjack,16.1,15.95,0.15,0.15
5370048,Ambitious(signicial dan),tech,stream tech,3.3,2.82,0.48,0.48
5370044,for Q(signicial dan),tech,stream tech,3.7,3.47,0.23,0.23
5370045,kibou no tsuki(signicial dan),tech,jack tech,4.5,4.52,-0.02,0.02
5370043,BIRTH(signicial dan),tech,stream tech,5.7,4.97,0.73,0.73
5370047,girls.exe(signicial dan),tech,stream tech,6.4,6.5,-0.1,0.1
5370050,Hestia(signicial dan),tech,stream tech,7.8,6.68,1.12,1.12
5370046,T'Suramic(signicial dan),tech,stream tech,9.6,8.01,1.59,1.59
5370036,Nowise(signicial dan),tech,jack tech,10.5,10.15,0.35,0.35
5590320,Veins Resonance(signicial dan),tech,jack tech,10.7,9.17,1.53,1.53
5370049,Rainshower(signicial dan),tech,jack tech,11.6,11.23,0.37,0.37
5370039,Sulfide(signicial dan),tech,stream tech,13.5,13.54,-0.04,0.04
5590318,sirens eye(signicial dan),tech,stream tech,14.4,14.34,0.06,0.06
5370038,POLYBIUS GB SPEEDRUN(signicial dan) x1.2,tech,stream tech,14.8,15.0,-0.2,0.2
5370037,NUCLEAR-STAR(signicial dan),tech,stream tech,16.2,16.32,-0.12,0.12
5366872,Phi(signicial dan),speed,low stream,3.1,3.41,-0.31,0.31
5375029,498 Tokio(signicial dan),speed,low stream,3.8,4.31,-0.51,0.51
5366871,The Wanderlast(signicial dan),speed,low stream,4.4,4.85,-0.45,0.45
5366875,BREAK IT(signicial dan),speed,mid stream,5.8,6.02,-0.22,0.22
5366877,Serendipity(signicial dan),speed,low stream,6.1,6.01,0.09,0.09
5366870,Eureka(signicial dan),speed,low stream,7.3,6.83,0.47,0.47
5366868,Angel Halo(signicial dan),speed,high stream,9.1,9.17,-0.07,0.07
5366867,cold planet(signicial dan),speed,high stream,9.6,10.06,-0.46,0.46
5366873,NightTheater(signicial dan),speed,high stream,10.7,10.88,-0.18,0.18
5590323,Kyoumen no Nami(signicial dan),speed,mid stream,11.7,11.89,-0.19,0.19
5366863,DON'T GIVE A FUCK(signicial dan),speed,high stream,11.6,11.68,-0.08,0.08
5366874,Nirmiti(signicial dan),speed,high stream,12.9,12.95,-0.05,0.05
5366864,Tojita Sekai(signicial dan),speed,low stream,13.9,14.28,-0.38,0.38
5590321,Nevereverland(signicial dan) x1.05,speed,mid stream,14.5,14.82,-0.32,0.32
5366865,Disconnected Trance(signicial dan) x1.05,speed,mid stream,14.9,15.15,-0.25,0.25
5375823,Kouyou(signicial dan),stamina,light jumpstream,3.1,2.75,0.35,0.35
5375826,Ouka Sange(signicial dan),stamina,light handstream,4.7,5.28,-0.58,0.58
5375824,Blue Moon(signicial dan),stamina,dense handstream,5.9,5.92,-0.02,0.02
5375829,Synthesis.(signicial dan),stamina,light handstream,6.4,6.84,-0.44,0.44
5375819,Literal Crystal in Cyphisonia(signicial dan),stamina,dense jumpstream,7.6,6.87,0.73,0.73
5375831,CERCA-ESOTERICA(signicial dan),stamina,dense handstream,8.6,8.12,0.48,0.48
5375820,Kisaragi(signicial dan),stamina,dense jumpstream,9.8,9.22,0.58,0.58
5375825,Sendan Life(signicial dan),stamina,light jumpstream,10.7,11.29,-0.59,0.59
5590319,Chronicle(signicial dan),stamina,dense handstream,10.8,11.16,-0.36,0.36
5375822,The Limit Does Not Exist(signicial dan),stamina,dense jumpstream,12.2,12.43,-0.23,0.23
5375821,[ns](signicial dan),stamina,dense jumpstream,12.6,12.78,-0.18,0.18
5375845,Excuse Me But Could You Please RIP(signicial dan),stamina,dense handstream,13.8,14.2,-0.4,0.4
5590316,Get into the Abyssmare(signicial dan) x1.2,stamina,dense handstream,14.2,14.1,0.1,0.1
5375828,Juggernaut(signicial dan) x1.25,stamina,dense handstream,15,14.91,0.09,0.09
5375817,LA MD(signicial dan) 0.9x,stamina,dense jumpstream,16.1,15.29,0.81,0.81
5598212,SIVA(signicial dan),jack,high chordjack,17.2,16.9,0.3,0.3
5598211,silly-willy-nilly(signicial dan),tech,jack tech,16.6,16.51,0.09,0.09
5600849,The Final Musical Dance I(signicial dan) x1.025,speed,low stream,17.3,17.16,0.14,0.14
5598209,EMPIRE OF FLAME(signicial) x1.15,stamina,dense handstream,17.4,16.2,1.2,1.2
5680975,Heaven's Fall(signicial dan),jack,anchor chordjack,17.6,16.95,0.65,0.65
5679828,Necrophagiatoast(signicial dan) x1.075,tech,stream tech,17.8,17.49,0.31,0.31
5679829,Discharge(signicial) x1.15,speed,low stream,18,17.42,0.58,0.58
5680977,It Has To Be This Way(signicial dan),stamina,dense handstream,18.3,17.42,0.88,0.88
5253584,Life Garden(follow speed dan),speed,low stream,10.3,10.92,-0.62,0.62
5253560,Elsa de la bibliotheque(follow speed dan),speed,mid stream,10.3,10.76,-0.46,0.46
5253572,Chou Aoshiyounen no Tame no Choutan na Choukoten Choubukyoku(follow speed dan),speed,high stream,10.3,10.82,-0.52,0.52
5253585,Hoshi ga Furanai Machi(follow speed dan),speed,high stream,10.4,10.67,-0.27,0.27
5253561,Scarlet Tempest(follow speed dan),speed,mid stream,10.4,10.92,-0.52,0.52
5253573,Otenba Renjyo(follow speed dan),speed,high stream,10.4,11.84,-1.44,1.44
5253586,Flower Dance(follow speed dan),speed,high stream,11.2,10.99,0.21,0.21
5253562,Hymn(follow speed dan),speed,mid stream,11.2,11.23,-0.03,0.03
5253574,yo ma ya ko(follow speed dan),speed,high stream,11.2,11.07,0.13,0.13
5253587,The Crimson Empire(follow speed dan),speed,high stream,12.4,12.42,-0.02,0.02
5253563,Anhedonia(follow speed dan),speed,mid stream,12.4,12.94,-0.54,0.54
5253575,Sora no Hajimaru Basho(follow speed dan),speed,high stream,12.4,12.48,-0.08,0.08
5253588,ntelecheia(follow speed dan),speed,high stream,13.4,13.06,0.34,0.34
5253564,Imitation of fragrance(follow speed dan),speed,mid stream,13.4,13.14,0.26,0.26
5253576,Brionac Lugh Lamhfhata(follow speed dan),speed,high stream,13.4,13.08,0.32,0.32
5253589,End Time(follow speed dan),speed,high stream,13.6,13.51,0.09,0.09
5253565,AIR(follow speed dan),speed,mid stream,13.6,13.26,0.34,0.34
5253577,Akasha(follow speed dan),speed,high stream,13.6,13.61,-0.01,0.01
5253590,Metheus(follow speed dan),speed,high stream,14,13.88,0.12,0.12
5253566,BABYLON(follow speed dan),speed,mid stream,14,14.16,-0.16,0.16
5253578,weenywalker(follow speed dan),speed,low stream,14,14.08,-0.08,0.08
5253591,osanagokoro chi no uchouten(follow speed dan),speed,high stream,14.4,14.22,0.18,0.18
5253567,hiiro gekka kyosakinoze(follow speed dan),speed,mid stream,14.4,13.88,0.52,0.52
5253579,Dark Flight Dreamer(follow speed dan),speed,high stream,14.4,14.31,0.09,0.09
5253592,Love Lie(follow speed dan),speed,high stream,14.6,14.43,0.17,0.17
5253568,Palette(follow speed dan),speed,mid stream,14.6,14.49,0.11,0.11
5253580,M-A(follow speed dan),speed,mid stream,14.6,14.39,0.21,0.21
5253583,kori metsuno 135 shosetsu(follow speed dan),speed,high stream,15,15.16,-0.16,0.16
5253559,Nibelungen(follow speed dan),speed,mid stream,15,15.19,-0.19,0.19
5253571,Fake(follow speed dan),speed,high stream,15,14.91,0.09,0.09
5253594,Regression(follow speed dan),speed,high stream,15.4,15.31,0.09,0.09
5253570,Kinki to Hiiro Gensou -The Primary Plasm-(follow speed dan),speed,mid stream,15.4,15.27,0.13,0.13
5253582,Decoy(follow speed dan),speed,high stream,15.4,15.34,0.06,0.06
